user_name,user_country,review_datetime,review_text,review_rating,source,sight,country_rus,iso,num_review,hover,year
Anna Video,Russian Federation,2015-08-26,"Where else, in what country, is it allowed to climb in the crater of an active volcano? And swim in the ""bear bowl"" - a wild lake in a crater? I used to be afraid of the mountains, ""high, far away"", but after climbing Avachinsky (5 hours uphill) I am drawn to climb somewhere else! And what about red caviar almost every day? I really wanted to eat my fill, but it didn't work out! It's still tasty and you want more! And helicopter excursions are great, just super! Hot springs, bears, eating berries from a bush, lava flows, fishing, riding on the pope in the snow from volcanoes - but what not there! Rest for both body and soul.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Where else, in what country, is it allowed<br>to climb in the crater of an active<br>volcano? And swim in the ""bear bowl"" - a<br>wild lake in a crater? I used to be afraid<br>of the mountains, ""high, far away"", but<br>after climbing Avachinsky (5 hours uphill)<br>I am drawn to climb somewhere else! And<br>what about red caviar almost every day? I<br>really wanted to eat my fill, but it<br>didn't work out! It's still tasty and you<br>want more! And helicopter excursions are<br>great, just super! Hot springs, bears,<br>eating berries from a bush, lava flows,<br>fishing, riding on the pope in the snow<br>from volcanoes - but what not there! Rest<br>for both body and soul.",2015
pss1952,Russian Federation,2015-08-24,A paradise for travelers. Nowhere else you will find such exotic places and you will want to visit this place again and again.,10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,A paradise for travelers. Nowhere else you<br>will find such exotic places and you will<br>want to visit this place again and again.,2015
Irba2011,Russian Federation,2015-08-21,"Kamchatka includes volcanoes, geysers and thermal springs. We lived south of Petropavlovsk-Kamchatsky. Volcanoes were all around. The beauty is incredible. Geysers were seen in the Mutnovsky area and in the Valley of Geysers. And thermal springs are literally everywhere. Each excursion ended with bathing in the springs. Accommodation is of different levels - from private houses with excursion service for 2,000 per day to decent hotels with rooms from 6,000. Excursions are also multi-level: you can walk on hiking trails, you can go by jeeps, you can go by yachts and helicopters. As income allows.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Kamchatka includes volcanoes, geysers and<br>thermal springs. We lived south of<br>Petropavlovsk-Kamchatsky. Volcanoes were<br>all around. The beauty is incredible.<br>Geysers were seen in the Mutnovsky area<br>and in the Valley of Geysers. And thermal<br>springs are literally everywhere. Each<br>excursion ended with bathing in the<br>springs. Accommodation is of different<br>levels - from private houses with<br>excursion service for 2,000 per day to<br>decent hotels with rooms from 6,000.<br>Excursions are also multi-level: you can<br>walk on hiking trails, you can go by<br>jeeps, you can go by yachts and<br>helicopters. As income allows.",2015
0707SandraS,Russian Federation,2015-08-13,"Kamchatka is the most beautiful place that I have ever seen: endless expanses of mountains, volcanoes, forests, wild animals living side-by-side with people, the ocean! The locals are very helpful and kind! They will always help, give a lift, tell. You can relax in Kamchatka both cheap and expensive! It all depends on your physical fitness, equipment, free time and readiness for difficulties. In 16 days I managed to climb 3 volcanoes (Avachinsky, Gorely and Mutnovsky), swim in the Russian Bay, surf for two days, visit 3 different places with hot springs, visit the ""summer springs"" or a small valley of geysers, raft along the Bystraya river and go on a horseback excursion, climb the Mishennaya volcano and go to the Mayachny cape. I spent about 40 thousand rubles, taking into account that I lived for free under the couchsurfing program and climbed the Avachinsky volcano without a guide. But it takes experience to go there without a guide! There are many places where I hitchhiked and took the bus. So, if you wish, you can visit Kamchatka relatively inexpensively.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Kamchatka is the most beautiful place that<br>I have ever seen: endless expanses of<br>mountains, volcanoes, forests, wild<br>animals living side-by-side with people,<br>the ocean! The locals are very helpful and<br>kind! They will always help, give a lift,<br>tell. You can relax in Kamchatka both<br>cheap and expensive! It all depends on<br>your physical fitness, equipment, free<br>time and readiness for difficulties. In 16<br>days I managed to climb 3 volcanoes<br>(Avachinsky, Gorely and Mutnovsky), swim<br>in the Russian Bay, surf for two days,<br>visit 3 different places with hot springs,<br>visit the ""summer springs"" or a small<br>valley of geysers, raft along the Bystraya<br>river and go on a horseback excursion,<br>climb the Mishennaya volcano and go to the<br>Mayachny cape. I spent about 40 thousand<br>rubles, taking into account that I lived<br>for free under the couchsurfing program<br>and climbed the Avachinsky volcano without<br>a guide. But it takes experience to go<br>there without a guide! There are many<br>places where I hitchhiked and took the<br>bus. So, if you wish, you can visit<br>Kamchatka relatively inexpensively.",2015
Olga S,Russian Federation,2015-08-13,"And you don't know at this age to go on an expedition for how many years (!), Without guarantees of everything, even life, and go down in history as the person who made the first complete scientific (order from the Academy of Sciences!) ""Description of the Land of Kamchatka"" !! ! I'm talking about Stepan Petrovich Krasheninnikov. His work is very easy to read and interesting. Informative and still relevant (with some clarifications) Geography, ethnography, zoology, botany, economics, the beginnings of volcanology, everything, everything, everything about the peninsula for everyone who is interested. Discover our Motherland for yourself! And it starts right here !!! Come on over. And the point.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"And you don't know at this age to go on an<br>expedition for how many years (!), Without<br>guarantees of everything, even life, and<br>go down in history as the person who made<br>the first complete scientific (order from<br>the Academy of Sciences!) ""Description of<br>the Land of Kamchatka"" !! ! I'm talking<br>about Stepan Petrovich Krasheninnikov. His<br>work is very easy to read and interesting.<br>Informative and still relevant (with some<br>clarifications) Geography, ethnography,<br>zoology, botany, economics, the beginnings<br>of volcanology, everything, everything,<br>everything about the peninsula for<br>everyone who is interested. Discover our<br>Motherland for yourself! And it starts<br>right here !!! Come on over. And the<br>point.",2015
Ivestia,Russian Federation,2015-07-27,"It is great to be a tourist in this part of the earth - entertainment for every taste is guaranteed, subject to financial costs. For Kamchatka is a rather expensive place, and all the most interesting places are located so that you can get there only by ship / helicopter / snowmobile. The local nature is remembered forever. Volcanoes are simply breathtaking. The Pacific Ocean also leaves an unforgettable experience. Kamchatka is a place that everyone should visit in order to remember their whole life!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"It is great to be a tourist in this part<br>of the earth - entertainment for every<br>taste is guaranteed, subject to financial<br>costs. For Kamchatka is a rather expensive<br>place, and all the most interesting places<br>are located so that you can get there only<br>by ship / helicopter / snowmobile. The<br>local nature is remembered forever.<br>Volcanoes are simply breathtaking. The<br>Pacific Ocean also leaves an unforgettable<br>experience. Kamchatka is a place that<br>everyone should visit in order to remember<br>their whole life!",2015
irina g,Russian Federation,2015-07-20,"I have been living in Kamchatka for over 40 years, I was born here. I have seen many beauties and sights. This is a unique place on the planet, 8 wonders of the world. Thousands of foreign and Russian tourists come to us, and we have something to show. Mountain rivers, hot springs, natural parks, active volcanoes are countless, you must see it with your own eyes. Come for a visit.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"I have been living in Kamchatka for over<br>40 years, I was born here. I have seen<br>many beauties and sights. This is a unique<br>place on the planet, 8 wonders of the<br>world. Thousands of foreign and Russian<br>tourists come to us, and we have something<br>to show. Mountain rivers, hot springs,<br>natural parks, active volcanoes are<br>countless, you must see it with your own<br>eyes. Come for a visit.",2015
Yury49,Russian Federation,2015-07-09,"Hot water coming out of the ground with a temperature of 85 - 90 degrees Celcius. You can boil an egg in this water. In the baths, water is mixed with cold water up to a temperature of + 40-42 degrees. You can safely swim in this water. It is recommended to stay in water for no more than 15-20 minutes, because almost the entire table of elements of Mendeleev is in water. Thermal springs.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Hot water coming out of the ground with a<br>temperature of 85 - 90 degrees Celcius.<br>You can boil an egg in this water. In the<br>baths, water is mixed with cold water up<br>to a temperature of + 40-42 degrees. You<br>can safely swim in this water. It is<br>recommended to stay in water for no more<br>than 15-20 minutes, because almost the<br>entire table of elements of Mendeleev is<br>in water. Thermal springs.",2015
Maris s,Russian Federation,2015-07-03,"The Kamchatka Peninsula is an amazing land of untouched nature and a wide variety of flora and fauna. Kamchatka has a large number of nature reserves, sanctuaries and parks, which conquer the hearts of extraordinary beauty of nature, ""encircling"" volcanoes.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"The Kamchatka Peninsula is an amazing land<br>of untouched nature and a wide variety of<br>flora and fauna. Kamchatka has a large<br>number of nature reserves, sanctuaries and<br>parks, which conquer the hearts of<br>extraordinary beauty of nature,<br>""encircling"" volcanoes.",2015
Alina T,Russian Federation,2015-06-23,"A wonderful land with helpful and kind people. extraordinary and amazing nature, bears, geysers, volcanoes, the Pacific Ocean and salmon! Impressive! If there is an opportunity and you are looking for adventure, go here!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"A wonderful land with helpful and kind<br>people. extraordinary and amazing nature,<br>bears, geysers, volcanoes, the Pacific<br>Ocean and salmon! Impressive! If there is<br>an opportunity and you are looking for<br>adventure, go here!",2015
Elena A,Russian Federation,2015-06-02,"If you are into extreme sports, fishing and wildlife, then you should definitely visit this region! Snow-covered peaks of volcanoes, grass taller than a man, mushrooms, fish, and what colors of nature are, a miracle! Swimming in hot springs, helicopter flight over volcanoes, what more do you want? Everything is for you! The cost of a note is a trip, of course, but you will remember and want to repeat it!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"If you are into extreme sports, fishing<br>and wildlife, then you should definitely<br>visit this region! Snow-covered peaks of<br>volcanoes, grass taller than a man,<br>mushrooms, fish, and what colors of nature<br>are, a miracle! Swimming in hot springs,<br>helicopter flight over volcanoes, what<br>more do you want? Everything is for you!<br>The cost of a note is a trip, of course,<br>but you will remember and want to repeat<br>it!",2015
Marina B,Russian Federation,2015-06-02,"May. Kamchatka. As soon as the snow began to melt. We thought for a long time where else to go. We chose Malki - natural hot springs! When we got there it was already day. There were a lot of people. We entered the territory (entrance 600 rubles), found an empty seat. Settled down. The weather was not very good: it was cloudy. The frogs croaked. It smelled of kebabs! Great!!! They didn't climb into the springs - they got scared: hot and shallow. Let's go to the pool (another 300 rubles). It was super: water, as if soapy. The pain in the arm and leg went away immediately (injured on a snowmobile). We stayed for 30 minutes. We decided to go out. Feelings are not described !!!! All to Kamchatka !!!!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"May. Kamchatka. As soon as the snow began<br>to melt. We thought for a long time where<br>else to go. We chose Malki - natural hot<br>springs! When we got there it was already<br>day. There were a lot of people. We<br>entered the territory (entrance 600<br>rubles), found an empty seat. Settled<br>down. The weather was not very good: it<br>was cloudy. The frogs croaked. It smelled<br>of kebabs! Great!!! They didn't climb into<br>the springs - they got scared: hot and<br>shallow. Let's go to the pool (another 300<br>rubles). It was super: water, as if soapy.<br>The pain in the arm and leg went away<br>immediately (injured on a snowmobile). We<br>stayed for 30 minutes. We decided to go<br>out. Feelings are not described !!!! All<br>to Kamchatka !!!!",2015
Gene N,Russian Federation,2015-05-18,"Just a crazy, wild, beautiful, unusual place on our planet. I have never seen anything like it in my life, but what kind of fishing, volcanoes, the ocean. It is a pity that tourism will not dispel and not every Russian can afford to fly. Hydrogen gray baths are just lovely",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Just a crazy, wild, beautiful, unusual<br>place on our planet. I have never seen<br>anything like it in my life, but what kind<br>of fishing, volcanoes, the ocean. It is a<br>pity that tourism will not dispel and not<br>every Russian can afford to fly. Hydrogen<br>gray baths are just lovely",2015
Oleg6510,Russian Federation,2015-04-15,"One of the most beautiful places on Earth. Volcanoes, thermal springs, fishing ... It is a pity that the infrastructure available for the average wallet of tourism is poorly developed. Household hands and a smart head ...)) Well, the friends of the Kamchadals are excellent, lovely people!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"One of the most beautiful places on Earth.<br>Volcanoes, thermal springs, fishing ... It<br>is a pity that the infrastructure<br>available for the average wallet of<br>tourism is poorly developed. Household<br>hands and a smart head ...)) Well, the<br>friends of the Kamchadals are excellent,<br>lovely people!",2015
Irina M,Russian Federation,2015-03-27,"Fantastic nature: hot land, through which icy water flows from the mountains. We saw a wolverine, a bear, and foxes, and what can we say about the local specialty - euraska. We took a jeep tour and the guys took us to untouched and untouched places. The beauty is extraordinary !!!! We were in the ethnic village of the Itelmen, and on a sea trip, flew to the Valley of Geysers (and how can we go without it). Yes, many write that the rest is not cheap and the flight is expensive. Unfortunately, this is how it is everywhere in Russia. But at least once in a lifetime it is simply necessary to see all this. Yes, for such a vacation you need to have a certain temperament; this is not to wallow in a pub on the beach. But who decides to do this, gets impressions for years and years to come. By the way, we were far from being a youth company (average age - 50 years)",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Fantastic nature: hot land, through which<br>icy water flows from the mountains. We saw<br>a wolverine, a bear, and foxes, and what<br>can we say about the local specialty -<br>euraska. We took a jeep tour and the guys<br>took us to untouched and untouched places.<br>The beauty is extraordinary !!!! We were<br>in the ethnic village of the Itelmen, and<br>on a sea trip, flew to the Valley of<br>Geysers (and how can we go without it).<br>Yes, many write that the rest is not cheap<br>and the flight is expensive.<br>Unfortunately, this is how it is<br>everywhere in Russia. But at least once in<br>a lifetime it is simply necessary to see<br>all this. Yes, for such a vacation you<br>need to have a certain temperament; this<br>is not to wallow in a pub on the beach.<br>But who decides to do this, gets<br>impressions for years and years to come.<br>By the way, we were far from being a youth<br>company (average age - 50 years)",2015
Elena P,Russian Federation,2015-02-13,"Prices, of course, hit the budget pretty well. Vacation is not cheap, to put it mildly. But what is this wilderness, majestic volcanoes, green hills in the middle of the city worth ...",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Prices, of course, hit the budget pretty<br>well. Vacation is not cheap, to put it<br>mildly. But what is this wilderness,<br>majestic volcanoes, green hills in the<br>middle of the city worth ...",2015
FAU_vstk,Russian Federation,2015-01-29,"Beautiful nature, volcanoes, hot springs! Of the minuses - an expensive flight, just nowhere to walk, you need a car / snowmobile / helicopter.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Beautiful nature, volcanoes, hot springs!<br>Of the minuses - an expensive flight, just<br>nowhere to walk, you need a car /<br>snowmobile / helicopter.",2015
aller0d,Russian Federation,2015-01-28,"Nature, skiing, ethnic settlements of small peoples, husky riding, ocean, clean air",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Nature, skiing, ethnic settlements of<br>small peoples, husky riding, ocean, clean<br>air",2015
Artemyartemy,Russian Federation,2015-01-15,The cleanest and richest land on earth! The best volcanoes and unspoiled nature! The cleanest air! Lots of snow slopes!,10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,The cleanest and richest land on earth!<br>The best volcanoes and unspoiled nature!<br>The cleanest air! Lots of snow slopes!,2015
ISTRUK766,Russian Federation,2014-12-06,Wonderful people. Enthusiasts in love with their land. A very low standard of living for such difficult conditions. High prices for everything.,10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,Wonderful people. Enthusiasts in love with<br>their land. A very low standard of living<br>for such difficult conditions. High prices<br>for everything.,2014
Olya Spiritsa,Russian Federation,2014-11-18,"Do you like to travel the way I like to do it ?! If you are looking for a place where you could find yourself, breathe in the delicious air with all your chest, see the end of the world from a bird's eye view, climb to an impregnable peak, touch a warm bear trail or see a bear cub running in front of the car, and more - find your happiness. .. Then you go there - to Kamchatka, a wonderful world at the end of the earth!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Do you like to travel the way I like to do<br>it ?! If you are looking for a place where<br>you could find yourself, breathe in the<br>delicious air with all your chest, see the<br>end of the world from a bird's eye view,<br>climb to an impregnable peak, touch a warm<br>bear trail or see a bear cub running in<br>front of the car, and more - find your<br>happiness. .. Then you go there - to<br>Kamchatka, a wonderful world at the end of<br>the earth!",2014
Nikolay V,Russian Federation,2014-11-15,"Kamchatka is an unusual place. It's pretty cool here, very snowy in winter. The vegetation is not rich, there are many tundras, mountains and hard-to-reach places. And the main difference is the practical absence of human heritage - there were no fortresses, castles and the army did not trample the fields. There is a wild nature in which man was a part and survived with everyone. There are many beautiful places, and the beauty is so harsh, tough. Here every summer several people are eaten by bears, so it's scary in the forest at night - although the forest is very cute during the day))",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Kamchatka is an unusual place. It's pretty<br>cool here, very snowy in winter. The<br>vegetation is not rich, there are many<br>tundras, mountains and hard-to-reach<br>places. And the main difference is the<br>practical absence of human heritage -<br>there were no fortresses, castles and the<br>army did not trample the fields. There is<br>a wild nature in which man was a part and<br>survived with everyone. There are many<br>beautiful places, and the beauty is so<br>harsh, tough. Here every summer several<br>people are eaten by bears, so it's scary<br>in the forest at night - although the<br>forest is very cute during the day))",2014
kantemir,Russian Federation,2014-11-15,"for fishing lovers the best place. there are so many fish in the estuaries on the rivers, even the most unlucky fisherman will leave with a catch .. and when bears are walking nearby, fishing turns into an extreme. after fishing, you can relax in the thermal springs in the paratunka. unforgettable experience I want to come back again and again.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"for fishing lovers the best place. there<br>are so many fish in the estuaries on the<br>rivers, even the most unlucky fisherman<br>will leave with a catch .. and when bears<br>are walking nearby, fishing turns into an<br>extreme. after fishing, you can relax in<br>the thermal springs in the paratunka.<br>unforgettable experience I want to come<br>back again and again.",2014
Oksana V,Russian Federation,2014-11-09,"An incredible getaway for wildlife lovers. Volcanoes, geysers, fishing and hunting. Wonderful nature. In winter - alpine skiing, snowmobiles and snowboarding, Hot pools with thermal water in the open air all year round.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"An incredible getaway for wildlife lovers.<br>Volcanoes, geysers, fishing and hunting.<br>Wonderful nature. In winter - alpine<br>skiing, snowmobiles and snowboarding, Hot<br>pools with thermal water in the open air<br>all year round.",2014
Natuson,Russian Federation,2014-10-09,"We made an incredible journey, passing the route in the area of ​​the Klyuchevskoy group of volcanoes, as well as climbing the Gorely and Mutnovsky volcanoes. In the second half of September, we became the last group of tourists this season. It is understandable: it is already quite cool, frosty at night, the weather is unstable. But the tundra is painted in amazing colors! The views are amazing! And many more lingonberries, blueberries and shiksha! The volcanoes are smoking, the fresh lava of Tolbachik is still glowing with heat, there are well-fed bears, cunning foxes and unafraid hares, tarbagans and ewracks are running around. Kamchatka is beautiful at any time of the year and amazing in its diversity!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"We made an incredible journey, passing the<br>route in the area of ​​the Klyuchevskoy<br>group of volcanoes, as well as climbing<br>the Gorely and Mutnovsky volcanoes. In the<br>second half of September, we became the<br>last group of tourists this season. It is<br>understandable: it is already quite cool,<br>frosty at night, the weather is unstable.<br>But the tundra is painted in amazing<br>colors! The views are amazing! And many<br>more lingonberries, blueberries and<br>shiksha! The volcanoes are smoking, the<br>fresh lava of Tolbachik is still glowing<br>with heat, there are well-fed bears,<br>cunning foxes and unafraid hares,<br>tarbagans and ewracks are running around.<br>Kamchatka is beautiful at any time of the<br>year and amazing in its diversity!",2014
Olya K,Russian Federation,2014-09-28,"I was lucky enough to spend 2 weeks in Kamchatka. After collecting my backpack and booking a place in the tourist group, I went on a trip to the volcanoes. On the Internet, you can find many tours with varying degrees of difficulty and comfort. Our route lay to the Klyuchevskaya group of volcanoes. The views are certainly gorgeous there! Here bears calmly walk, gophers run and marmots bask on the pebbles. And volcanoes sometimes hide their peaks behind the clouds. In August, it is wonderful there, there is still no autumn cold and there are almost no mosquitoes. So if you are not afraid of spending the night in a tent and hiking with a backpack, I recommend visiting this wonderful place!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"I was lucky enough to spend 2 weeks in<br>Kamchatka. After collecting my backpack<br>and booking a place in the tourist group,<br>I went on a trip to the volcanoes. On the<br>Internet, you can find many tours with<br>varying degrees of difficulty and comfort.<br>Our route lay to the Klyuchevskaya group<br>of volcanoes. The views are certainly<br>gorgeous there! Here bears calmly walk,<br>gophers run and marmots bask on the<br>pebbles. And volcanoes sometimes hide<br>their peaks behind the clouds. In August,<br>it is wonderful there, there is still no<br>autumn cold and there are almost no<br>mosquitoes. So if you are not afraid of<br>spending the night in a tent and hiking<br>with a backpack, I recommend visiting this<br>wonderful place!",2014
tibet123,Russian Federation,2014-09-25,"A wild land, where mobile communication works only in cities. Luxurious fishing in the mountains and at sea, lots of fish, bears roam nearby. For those who are fond of fishing and hunting, everything else is rather boring.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"A wild land, where mobile communication<br>works only in cities. Luxurious fishing in<br>the mountains and at sea, lots of fish,<br>bears roam nearby. For those who are fond<br>of fishing and hunting, everything else is<br>rather boring.",2014
cool_alaska,Russian Federation,2014-09-05,"Kamchatka is beautiful with its volcanoes and mountains, Avacha Bay and the Pacific Ocean. If you go there, you will have to do: visit the Valley of Geysers, the hot springs in Paratunka and, of course, go fishing. There is really nothing to do in the city of Petropavlovsk if you don't have friends there. But ... Take a taxi and take the bypass road. Enjoy great views from the top of the mountain!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Kamchatka is beautiful with its volcanoes<br>and mountains, Avacha Bay and the Pacific<br>Ocean. If you go there, you will have to<br>do: visit the Valley of Geysers, the hot<br>springs in Paratunka and, of course, go<br>fishing. There is really nothing to do in<br>the city of Petropavlovsk if you don't<br>have friends there. But ... Take a taxi<br>and take the bypass road. Enjoy great<br>views from the top of the mountain!",2014
Irina E,Russian Federation,2014-08-28,"This year I managed to visit Kamchatka !!! The first trip took place in December before the New Year. Even at the airport, I saw two majestic giants of the volcano. I got a great impression from the sources in Paratunka. This is an unforgettable experience. When there is snow around and steam comes from the pool !!!! And in the summer I was taken to the Pacific coast. This is power !!!!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"This year I managed to visit Kamchatka !!!<br>The first trip took place in December<br>before the New Year. Even at the airport,<br>I saw two majestic giants of the volcano.<br>I got a great impression from the sources<br>in Paratunka. This is an unforgettable<br>experience. When there is snow around and<br>steam comes from the pool !!!! And in the<br>summer I was taken to the Pacific coast.<br>This is power !!!!",2014
sashulya_mart,Russian Federation,2014-08-04,"The best time of the year is summer and winter. In summer you can go to Paratunka, to the ocean, to walk on volcanoes. Take a ride along the Avachinskaya bay. In June, you can still go skiing. And in winter you will be pleased with Siberian huskies and riding on them. Alpine skiing and Paratunka. Better to rent an apartment. The average price is 1,500 rubles. The hotels are expensive, about 5000. Well, the prices in shops and markets leave much to be desired!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"The best time of the year is summer and<br>winter. In summer you can go to Paratunka,<br>to the ocean, to walk on volcanoes. Take a<br>ride along the Avachinskaya bay. In June,<br>you can still go skiing. And in winter you<br>will be pleased with Siberian huskies and<br>riding on them. Alpine skiing and<br>Paratunka. Better to rent an apartment.<br>The average price is 1,500 rubles. The<br>hotels are expensive, about 5000. Well,<br>the prices in shops and markets leave much<br>to be desired!",2014
fIrina03,Russian Federation,2014-07-23,"Kamchatka is the end of the world, but unusual. The nature is impressive, especially the volcanoes, the valley of geysers, thermal springs.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Kamchatka is the end of the world, but<br>unusual. The nature is impressive,<br>especially the volcanoes, the valley of<br>geysers, thermal springs.",2014
Alexander V,Russian Federation,2014-07-03,I liked the unique nature of the Kamchatka Peninsula; this is one of the few places in Russia where nature has been preserved in its original form. Where people live in a hormone with a nature that is no longer found anywhere. The population is friendly and ready to help and advise. Particularly noteworthy is the volcanic ash beach. You should definitely visit this beautiful land,10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,I liked the unique nature of the Kamchatka<br>Peninsula; this is one of the few places<br>in Russia where nature has been preserved<br>in its original form. Where people live in<br>a hormone with a nature that is no longer<br>found anywhere. The population is friendly<br>and ready to help and advise. Particularly<br>noteworthy is the volcanic ash beach. You<br>should definitely visit this beautiful<br>land,2014
Oleg009,Russian Federation,2014-06-22,"What can I say about Kamchatka, it amazes with its decoration even on approach !! If the weather is sunny, then extraterrestrial views open up from the airplane window !!! Of course, the airport spoils the impression, but you soon forget about it !! As soon as you reach the first monument with a bear !! The town of Petropavlovsk itself looks about the same as the entire periphery of Russia, well, that's nature !!! There are several points with observation decks in the city that are worth visiting !!! Someday, to look at the amusingly floating Steller sea lions !! There is also a battery of the times of the war nearby !! There are not so many not bad museums !!!! But all this is certainly nonsense compared to the rest !!! and to recreation centers !! Fishing in Kamchatka is a different story altogether, with one eye at the fish, with the other at the bears !! well, if there is a cart the opportunity to visit the Valley of Geysers !!! In general, Kamchatka will not leave anyone indifferent !!!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"What can I say about Kamchatka, it amazes<br>with its decoration even on approach !! If<br>the weather is sunny, then<br>extraterrestrial views open up from the<br>airplane window !!! Of course, the airport<br>spoils the impression, but you soon forget<br>about it !! As soon as you reach the first<br>monument with a bear !! The town of<br>Petropavlovsk itself looks about the same<br>as the entire periphery of Russia, well,<br>that's nature !!! There are several points<br>with observation decks in the city that<br>are worth visiting !!! Someday, to look at<br>the amusingly floating Steller sea lions<br>!! There is also a battery of the times of<br>the war nearby !! There are not so many<br>not bad museums !!!! But all this is<br>certainly nonsense compared to the rest<br>!!! and to recreation centers !! Fishing<br>in Kamchatka is a different story<br>altogether, with one eye at the fish, with<br>the other at the bears !! well, if there<br>is a cart the opportunity to visit the<br>Valley of Geysers !!! In general,<br>Kamchatka will not leave anyone<br>indifferent !!!",2014
Kirill U,Russian Federation,2014-06-15,"Very beautiful half-sotrov! Wonderful nature, many amazing places! Volcanoes can be seen directly from the city. Once a year, the whole city gathers to climb Avachinsky volcano! There are many hills for climbing, where you can take a lot of great photos!",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"Very beautiful half-sotrov! Wonderful<br>nature, many amazing places! Volcanoes can<br>be seen directly from the city. Once a<br>year, the whole city gathers to climb<br>Avachinsky volcano! There are many hills<br>for climbing, where you can take a lot of<br>great photos!",2014
Natalia E,Russian Federation,2014-06-06,"O! If you have not been to Kamchatka yet ..... And you need a world where the ocean is raging, animals walk freely, the Earth releases its angry steam, clay soup is cooked in earthen saucepans ..... To Kamchatka !!!!! Yes, far away! Yes, it's expensive! But this is an unforgettable journey into the world of romance! In August, you can visit twelve months, climbing, for example, the Gorely volcano. And this will be your fairy tale. Climbing Gorshkov's cone and baking potatoes in coals, a little tearing the top layer of cooled lava, is a little strange for ordinary life. But for your Kamchatka trip, it will be an everyday find of the day. Discover this amazing, beautiful, fabulous, untouched world! Maybe if EVERYONE saw Kamchatka, they would stop tormenting our Earth and live in harmony with NATURE.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"O! If you have not been to Kamchatka yet<br>..... And you need a world where the ocean<br>is raging, animals walk freely, the Earth<br>releases its angry steam, clay soup is<br>cooked in earthen saucepans ..... To<br>Kamchatka !!!!! Yes, far away! Yes, it's<br>expensive! But this is an unforgettable<br>journey into the world of romance! In<br>August, you can visit twelve months,<br>climbing, for example, the Gorely volcano.<br>And this will be your fairy tale. Climbing<br>Gorshkov's cone and baking potatoes in<br>coals, a little tearing the top layer of<br>cooled lava, is a little strange for<br>ordinary life. But for your Kamchatka<br>trip, it will be an everyday find of the<br>day. Discover this amazing, beautiful,<br>fabulous, untouched world! Maybe if<br>EVERYONE saw Kamchatka, they would stop<br>tormenting our Earth and live in harmony<br>with NATURE.",2014
