,URL,Link
237,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r773346680-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Прекрасный вид
472,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r772996683-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Обзорная экскурсия
475,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r770362805-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Прогулка по бухте
478,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r763427947-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красиво
481,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r762638614-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,красиво
484,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r761608925-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Бухта
487,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r745285234-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,прогулка на каяках
490,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r744785613-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Сердце города. Наше море
493,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r722491459-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"пройдите пешком, это бесплатно"
496,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r713763000-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"приятное путешествие, но не забывайте принять таблеточку от качки"
499,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r711998010-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,В первую очередь военная бухта
736,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r711001515-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Beautiful bay with lots of animals to see
739,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r710099461-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Не ходите в море(океан)в шторм!))
742,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r706819101-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Необыкновенная природа Камчатки
745,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r704823942-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Extensive bay
748,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r702350762-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Индустриальный пейзаж
751,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r699137950-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,imprescindible
754,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r697464853-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Very beautiful
757,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r696406213-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Unbedingt eine Schiffs-Rundfahrt buchen
760,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r694904631-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Water wildlife
763,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r694800205-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,ペテロパブロフスク市内のどの高台からも展望できる3/71
1001,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r693560065-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Приятное душе место
1004,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r693490905-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Авачинская бухта
1007,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r682079858-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Наслаждение пейзажем
1010,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r677512466-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"A stunning bay, ringed by volcano vistas!"
1013,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r674853775-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Great
1016,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r672247411-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красота!
1019,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r664881097-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"Авачинский Бухта, крабы, рыбалка и веселье"
1022,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r661954783-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Потрясающе
1025,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r659726076-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Прекрасный вид!!! Потрясающие вулканы!!!!
1028,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r651851217-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Впервые и на всю жизнь
1266,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r635646686-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Морская прогулка
1269,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r627015207-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красивые виды с Мишенной сопки
1272,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r622588529-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,海湾很美，就是有点无聊
1275,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r614790626-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Авачинская бухта
1278,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r611302329-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Бухта просто прекрасна в любое время года.
1281,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r608150325-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Avachinsky Bay; beautiful
1284,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r607829348-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Авачинский бухта. Катер Акватория
1287,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r603545435-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Cold and Colder
1290,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r588361701-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"Бухта, которая может вместить флот всего мира."
1293,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r583055251-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Imponierend groß
1531,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r569395314-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Чарующая красота холодного океана
1534,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r556061954-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Суровая бухта
1537,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r549106580-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Камчатка - великолепный край
1540,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r546350679-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Зима пришла зиме дорогу
1543,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r541059413-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Она прекрасна... Вилючинский - красавец)
1546,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r539130744-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Самая красивая гавань мира!
1549,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r538722245-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красиво и сурово
1552,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r538487766-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Рассветы и закаты
1555,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r536114635-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Она - огромна
1556,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r533822016-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,愉快的体验
1794,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r529261122-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Одна из красивейших бухт мира
1797,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r528916107-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Outstanding nature cruise
1800,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r528005193-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Stunning nature
1803,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r526870395-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Вторая по величине бухта в мире!
1806,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r526351902-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,The largest harbor in the world
1809,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r526162134-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Boat ride of the bay
1812,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r526145997-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Авачинская бухта
1815,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r525478093-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Огромный залив
1818,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r525175212-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Лучше при солнечной погоде
1821,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r523314408-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Größter Naturhafen in Fernost
2059,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r518271961-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"Птичьи базары, скалы, косатки."
2062,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r517618925-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Очень красиво
2065,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r516974689-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Достойно внимания
2068,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r516228914-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красотища
2071,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r514602349-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Bahía de Petropavlosk
2074,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r514550395-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Watching bird and fishing
2077,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r513171362-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Visita espectacular
2080,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r511855398-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Визитная карточка Петропавловска
2083,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r508872921-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Großartige Aussicht vom Cuty zur
2086,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r507230154-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Одна из самых больших бухт
2324,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r506621557-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красавица бухта.
2327,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r506381224-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Entspannend
2330,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r506373729-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Путешественник
2333,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r504670141-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красиво
2336,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r502376120-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Boot an der Bucht
2339,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r497028245-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Вид на бухту
2342,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r496413516-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Дикая красота Авачинской бухты.
2345,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r489736824-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Главный порт Петропавловска
2348,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r486035842-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Очень интересная и необычная незамерзающая зимой бухта
2351,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r476583845-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,семейная прогулка по берегу бухты
2589,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r474327865-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Природа постаралась
2592,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r473842094-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Любовь с первого взгляда
2595,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r473536198-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Nature terra
2598,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r472859358-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"Авачинская бухта одно из немногих, что радовало зимой 2017г."
2601,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r472005722-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Достойно для проживания
2604,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r467862894-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Совершили морскую прогулку по бухте с выходом в океан.
2607,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r463136238-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,на это стоит посмотреть
2610,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r460216885-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Прекрасное место в центре города
2613,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r454898355-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Невероятно красивая маленькая бухта
2616,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r433589225-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"Люблю, люблю, люблю"
2854,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r432690573-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Интересное место для прогулки на SUP-досках
2857,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r431926508-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Прогулка по Авачинской бухте
2860,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r431709590-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Потрясающий вид со смотровой площадки
2863,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r422688729-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Финальный день или восклицательный знак.
2866,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r419549513-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Must see in Petropavlovsk-Kamchatsky
2869,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r419324667-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Schönes Meer Pause nach ein paar Tagen nach der Vulkan
2872,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r401785366-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Ausgezeichnet Tag in die Bucht
2875,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r401062385-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Огромная бухта с видом на вулканы
2878,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r400604667-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Провинция на море
2881,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r399541468-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,очень красивая бухта!
3119,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r397079304-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Моя судьба!
3122,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r396972295-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Самая красивая бухта
3125,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r395390854-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Хорошее место.
3128,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r394989728-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красиво
3131,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r394113213-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Бухта в моей душе
3134,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r391457514-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Это было незабываемо!!!!
3137,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r386830892-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Это нужно увидеть
3140,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r378489617-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Океан.
3143,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r359204766-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Посетить обязательно!!!
3146,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r348695233-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Великолепно!
3384,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r345195794-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,"Прекрасно жить в городе, где такие виды!"
3387,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r339746432-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Камчатка
3390,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r332749360-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Восточные ворота России
3393,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r329779202-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,бухта посреди вулканов
3396,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r328290419-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,в самом центре города
3399,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r328072544-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красота.
3402,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r322919358-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Край земли - Камчатка. Авачинская бухта.
3405,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r320048834-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Красивое место в центре города для прогулки
3408,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r316961393-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Kajak Trip
3411,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r316655519-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Чудо- бухта
3649,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r315749695-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Ловим рыбу в Аварской бухте
3652,https://www.tripadvisor.com/ShowUserReviews-g298492-d6503277-r312895351-Avachinsky_Bay-Petropavlovsk_Kamchatsky_Kamchatka_Krai_Far_Eastern_District.html,Морское путешествие с рыбалкой
