,URL,Link
714,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r419324047-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Just hope you are lucky with the weather
717,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r419006879-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Действующий вулкан Камчатки
720,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r417453227-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Прекрасное место!
723,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r409897546-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Ого
954,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r405267073-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Стоит подняться!
957,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r402010653-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Это надо видеть ... Взойти ...
960,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r401135452-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Обязательно к посещению
963,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r364679433-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,"Находится в зоне доступности. Входит в семью"" Домашних вулканов""."
966,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r353774090-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Приятная местнось
969,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r343034904-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Красиво и близко к городу
972,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r342798930-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Экскурсия на снегоходах к Авачинскому вулкану.
975,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r342389973-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Необычайная красота
978,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r339269809-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,"Gran ascenso, increibles vistas"
981,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r320274753-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Это надо видеть
1212,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r318944305-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Ездил в гости к родственникам
1215,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r308048233-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Туда и обратно
1218,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r308025717-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,"На Авачу лезу - плачу, а с Авачи - хохочу!"
1221,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r303578993-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Поднять на Авачу надо обязательно.
1224,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r302014494-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Подъем длинною в семь часов
1227,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r298795264-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Потрясающие виды сверху!
1230,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r289659944-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Отличное место
1233,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r289012121-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,День вулкана
1236,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r283059278-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,воооооу вулкан!!!
1239,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r281347446-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Вернёмся и покорим
1470,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r277167533-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Монументально
1473,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r264601433-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Вулкан в городе
1476,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r262204481-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,никогда не забуду
1479,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r262084606-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Край евражек
1482,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r253951663-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,"Красивый, но сложный"
1485,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r251408815-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Красота и преодоление себя
1488,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r249468670-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Побывать на Марсе
1491,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r242855845-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Покорение вершины
1494,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r240492707-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Это что то!
1497,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r240002831-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,настоящий живой вулкан
1728,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r230874603-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Интересно
1731,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r229693865-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Удивительный вулкан Авачинский
1734,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r227015290-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Awesome view!
1737,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r220356777-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Хотите покорить вулкан? Приезжайте на Камчатку!
1740,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r215376443-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,упал с вулкана
1743,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r209466147-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,авачинский вулкан
1746,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r206930399-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Стоит совершить восхождение
1749,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r206816434-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Есть ли есть на свете рай - это Камчатка
1752,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r205619622-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Авачинский вулкан
1755,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r204628961-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Красота
1986,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r202645548-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,авача
1989,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r202392892-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Восхождение на Авачинский вулкан
1992,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r199100948-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Авачинский вулкан - чудо природы
1995,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r198835691-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Для меня - не понятное место...
1998,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r198593496-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,удовольствие от покорения!
2001,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r196830140-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Наш домовёнок
2004,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r196817410-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Домашний вулкан
2007,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r193833459-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Действующий вулкан вблизи  города
2010,https://www.tripadvisor.com/ShowUserReviews-g298491-d6396344-r193744094-Avachinsky_Volcano-Kamchatka_Krai_Far_Eastern_District.html,Восхождение на Авачинский вулкан
